,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,,
2115,共青团鄞州区委,08月29日 13:06,//weibo.com/2270311600/M3gCmrv8K?refer_flag=1001030103_,【使命所在！#退伍战士和战友山火现场重逢#】在重庆群众欢呼送别灭火英雄时，他却洒下了热泪……他叫万家乐，是原武警云南省森林总队普洱支队景谷中队的退伍战士，家在重庆。退伍不褪色的他作为志愿者参与了灭火工作。如今，他来为自己曾经的战友送行。英雄总是在逆行的道路上相逢！L央视网快看的微博视频 收起d,blue,0,0,0,147,
2116,陇南司法,08月29日 13:06,//weibo.com/3956635751/M3gCi2RIt?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# L央视新闻的微博视频 收起d,blue,6,4,10,166,
2117,中国三峡集团,08月29日 13:06,//weibo.com/6053241815/M3gCc8dQy?refer_flag=1001030103_,【助力重庆救灾  】8月21日，因持续高温干旱，重庆市巴南区界石镇新玉村所辖山林发生火灾。此次山火起火点紧邻重庆中心城区，救援力量一度紧张。三峡集团所属巴南项目公司第一时间组织动员，联合花溪河项目中建、中交等参建单位组织灭火志愿者队伍，携带油锯、挖掘机等赶赴火场，并立即投入到开辟隔离带、扑救山火和转运物资工作中。 收起d,blue,0,0,2,161,
2118,享重庆,08月29日 13:06,//weibo.com/1932066331/M3gCbyMwQ?refer_flag=1001030103_,#大学老师为重庆骑士创作雕塑# 致敬重庆烈火骑士有多少种方式？有漫画、素描、插画……近日，某大学老师为重庆山火救援中的“烈火骑士”创作了泥塑雕像，以此致敬那些在救援山火中无私奉献的人们。（重庆观察网）#我要上同城精选# L享重庆的微博视频 ?,yellow,8,7,46,121,
2119,LeeJuanY,08月29日 13:05,//weibo.com/5253503036/M3gBSmsie?refer_flag=1001030103_,看到重庆山火摩托车一辆一辆的往山上运送物资  就仿佛看到了70多年前淮海战争中老百姓用小推车往前线运送补给物资的画面 他们都是平凡的人 却做着那么不平凡的事致敬每一位逆行的勇士?,ip,0,0,1,89,
2120,共富视频,08月29日 13:05,//weibo.com/7613695859/M3gBEoIfz?refer_flag=1001030103_,【#女孩作画记录重庆山火感动瞬间#：向救火英雄们致敬 时刻被他们感】8月28日，浙江杭州。最近几天，小陈一直在关注重庆山火的消息。她时刻被一些感人事迹感动着，随后就把这些感人的瞬间通过自己的画作表现出来，向救火的英雄们致敬。#漫画版摩托救火少年# @猛犸新闻 L猛犸新闻的微博视频 ?,blue,0,0,0,142,
2121,AugenstemRK,08月29日 13:04,//weibo.com/1762442282/M3gBEapHm?refer_flag=1001030103_,#思源驰援重庆山火#我在“思源驰援重庆山火”项目捐款成功！希望我小小的力量和@墨雪不沾衣服 一起，在大大的世界里温暖更多人。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,yellow,0,0,0,85,
2122,东北新闻网,08月29日 13:04,//weibo.com/1971890623/M3gBwupHj?refer_flag=1001030103_,【#女孩作画记录重庆山火感动瞬间#：向救火英雄们致敬 时刻被他们感】8月28日，浙江杭州。最近几天，小陈一直在关注重庆山火的消息。她时刻被一些感人事迹感动着，随后就把这些感人的瞬间通过自己的画作表现出来，向救火的英雄们致敬。#漫画版摩托救火少年# L猛犸新闻的微博视频 ???,blue,0,0,0,138,
2123,人生若只如初见吾爱站站,08月29日 13:04,//weibo.com/1845498140/M3gBpDeYE?refer_flag=1001030103_,#思源驰援重庆山火#涓滴之水成海洋， 我在“思源驰援重庆山火”项目捐款成功！携手@你眼里有星辰大海xz，凝聚颗颗爱心点燃更多希望。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,None,0,0,0,88,
2124,新浪军事,08月29日 13:04,//weibo.com/1499104401/M3gBigavu?refer_flag=1001030103_,【英雄的人民和英雄战士双奔赴！】 英雄的人民和英雄战士双奔赴！云南“蓝朋友”喊话重庆兄弟姐妹，感谢你们的支持和热情，请你们有空时来云南玩。@云南消防@云南发布 @重庆发布 O网页链接 #女孩漫画记录重庆山火感人瞬间# ?,blue,6,6,89,110,
2125,军迷圈官微,08月29日 13:04,//weibo.com/6243826146/M3gBif4Pl?refer_flag=1001030103_,【英雄的人民和英雄战士双奔赴！】 英雄的人民和英雄战士双奔赴！云南“蓝朋友”喊话重庆兄弟姐妹，感谢你们的支持和热情，请你们有空时来云南玩。@云南消防@云南发布 @重庆发布 O网页链接 #女孩漫画记录重庆山火感人瞬间# ?,blue,0,0,1,110,
2126,共富财经,08月29日 13:04,//weibo.com/7613700701/M3gBfjYh9?refer_flag=1001030103_,【#女孩作画记录重庆山火感动瞬间#：向救火英雄们致敬 时刻被他们感】8月28日，浙江杭州。最近几天，小陈一直在关注重庆山火的消息。她时刻被一些感人事迹感动着，随后就把这些感人的瞬间通过自己的画作表现出来，向救火的英雄们致敬。#漫画版摩托救火少年# @猛犸新闻 L猛犸新闻的微博视频 ?,blue,0,0,0,142,
2127,龙潭水悠悠,08月29日 13:03,//weibo.com/2943113903/M3gB8yhmq?refer_flag=1001030103_,重庆山火显品高龙潭水悠悠大火烧山逆焰高，催人灭绝急征号。消防赴命官兵勇，摩托投林子弟豪。掣电横冲登岭快，飞尘直上化旌褒。一心每向危机处，报国时闻众任劳。2022.08.29. ?,None,0,0,0,89,
2128,老记宋军,08月29日 13:03,//weibo.com/2764517242/M3gB8cibJ?refer_flag=1001030103_,【#龙麻子称走红后心慌将继续送外卖#：支援结束 先睡个一天一夜】#龙麻子和朋友成立骑士山火救援队#8月21日晚，重庆北碚区歇马街道发生山火，由于山路不畅 ，众多摩托骑手自发支援火灾前线，引发关注。凤凰网@正面FACE?对话龙杰（龙麻子），他表示走红背后离不开朋友的帮忙，但并不习惯走在街头被人认出，合影拍照，直言“心里非常慌”。支援前线结束后，龙麻子称将继续送外卖，坦言“先睡个一天一夜”。同时龙麻子和朋友们已经成立重庆骑士“山火救援队”，称时刻准备着，“只要有需要我们就上”。#微博当事人# L正面FACE的微博视频 收起d,ip,0,0,1,263,
2129,是爱喝旺仔的小龙呐,08月29日 13:03,//weibo.com/5663425948/M3gB5vsVY?refer_flag=1001030103_,刷视频看到重庆的山火事件 ，感叹于祖国人民的团结、朴实无华、无私奉献，太可爱了！看得我好感动啊！（我以后也要做一个有魄力、正能量的教育者） ?,None,0,0,0,71,
2130,唐哲同学,08月29日 13:03,//weibo.com/3163693955/M3gB1a7KF?refer_flag=1001030103_,【老照片】2022年，重庆。延时记录重庆山火“以火灭火”全过程，感谢现代的科技记录下这壮丽的华章。不信野叟信自己，人定胜天，中国人是不服输的，这是我们的民族精神。所以我们神话里是夸父追日，女娲补天，后羿射日，精卫填海，大禹治水，愚公移山，中华民族基因里刻着人定胜天，自强不息的基因。 ?,gold,7,20,66,143,
2131,邹郭,08月29日 13:03,//weibo.com/6141349812/M3gAWpeBy?refer_flag=1001030103_,2万余人阻击重庆山火如何取得胜利?这些措施值得总结 O2万余人阻击重庆山火如何取得胜利?这些措施值得总结邹郭微博：大家记住！重庆山火扑救获得的胜利不仅是重庆一个城市的胜利，而是全国人民的胜利！是社会主义制度的胜利！一方有难，八方支援！在这次山火扑救过程中体现得十分鲜明而突出！中国人民对于战胜自然、战胜困难的决心和勇气使得扑灭山火的最终胜利变得那么意义非凡！尤其是在当今世界新冠疫情肆虐、热战和冷战逼近中国的危急时刻！我们通过一次次地艰苦奋斗、不怕牺牲的行动，逐渐积累了战胜一切困难和威胁的宝贵经验和教训！那就是对于困难和威胁一定要抱定必胜信念！然后，在付出巨大智慧和体力来一举消灭之！不给它任何喘息机会！不允许它死灰复燃！在如此英勇的中国人民面前，一切困难和敌人的威胁都将彻底被打败！被消灭！ 收起d,ip,0,0,1,351,
2132,元气满满王公子吖,08月29日 13:02,//weibo.com/5503415800/M3gAME2Hy?refer_flag=1001030103_,【共同的记忆！#女子将重庆山火感动瞬间画成漫画# 】近日，浙江杭州。一女子把重庆山火救援的感动瞬间画成漫画，向救火英雄们致敬。女孩表示，重庆山火的逆行者英勇无畏，重庆的群众也很热情，自己就将被感动到的瞬间画了下来。 L人民视频的微博视频 ???,yellow,0,0,1,122,
2133,南铁永安车务段,08月29日 13:02,//weibo.com/2609505484/M3gAIvTsD?refer_flag=1001030103_,#永车微视角#  【 #女孩漫画记录重庆山火感人瞬间#  ：被逆行者们的英勇感动】近日，浙江杭州。陈女士画了一组漫画，记录消防战士和志愿者们扑救重庆山火的感人瞬间。陈女士 @那那手绘 表示，她时刻被这些英勇无畏的逆行者们感动着，这组画也是为了向救火的英雄们致敬。 #一组手绘致敬山火逆行者# @西部决策 L西部决策的微博视频 收起d,blue,0,1,1,166,
2134,听KUN给IKUN唱情人,08月29日 13:02,//weibo.com/7484368437/M3gADcUCJ?refer_flag=1001030103_,#思源驰援重庆山火#我在“思源驰援重庆山火”项目捐款成功！希望我小小的力量和@蔡徐坤全球粉丝后援会 一起，在大大的世界里温暖更多人。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,None,0,0,0,89,
2135,光芒视频,08月29日 13:02,//weibo.com/7343316773/M3gAybvSF?refer_flag=1001030103_,【#女孩作画记录重庆山火感动瞬间#：向救火英雄们致敬 时刻被他们感】8月28日，浙江杭州。最近几天，小陈一直在关注重庆山火的消息。她时刻被一些感人事迹感动着，随后就把这些感人的瞬间通过自己的画作表现出来，向救火的英雄们致敬。#漫画版摩托救火少年# @猛犸新闻 L猛犸新闻的微博视频 ?,blue,0,0,0,142,
2136,忠县法院,08月29日 13:02,//weibo.com/2687256925/M3gAwEqTZ?refer_flag=1001030103_,【纪录片｜#与山火决战的最后8小时#】“缙云山的火烧到第四天的时候，再也坐不住了。8月25日中午，几个小伙伴陆续到达山下志愿者和物资集结点拍摄；下午四点，辗转到达山腰指挥部拍摄。此前，没有人能意识到，我们记录的是与山火决战的最后八个小时。”（制作：重庆广电集团纪录片团队） L人民日报的微博视频 收起d,blue,0,1,2,151,
2137,承包笑点,08月29日 13:01,//weibo.com/5809057042/M3gA68lmU?refer_flag=1001030103_,北碚缙云山脚下，刚结束灭火工作的民兵们没喝一口水就上了车，志愿者们将饮料硬抬上车。一方非要感谢，另一方谢绝，几个来回的斗智斗勇。#重庆山火##山城夹道长队送别灭火英雄# L承包笑点的微博视频 ?,ip,4,3,42,97,
2138,Li_H,08月29日 13:01,//weibo.com/3224349801/M3gA21hCS?refer_flag=1001030103_,【细节好戳！#重庆山火英雄图鉴#】重庆山火经过各方救援力量多日奋战，各线明火已全部扑灭。一组手绘漫画，致敬全体救火逆行者们和可爱的山城人民！#一组手绘致敬重庆山火逆行者#@那那手绘 ???,None,0,2,0,94,
2139,蔡子博士,08月29日 13:00,//weibo.com/1852252653/M3gzYq7Pb?refer_flag=1001030103_,“中美山火损失对比”#微博新知博主#蔡子说美国 1，加州在2020年山火肆虐创了纪录。一年总共发生7452起，被毁建筑9247座，受伤37人，死亡31人，受影响面积102万公顷。经济损失在3000到4000亿美元。2，重庆这次山火，零伤亡，唯一的直接财产损失是龙麻子的摩托车，不过要拍卖进博物馆，损失变成了盈利。#重庆龙麻子喜提新车# 收起d,yellow,2,8,10,172,
2140,馥别,08月29日 13:00,//weibo.com/6034954307/M3gzUyu35?refer_flag=1001030103_,#思源驰援重庆山火# 为爱前行，我一直在路上。我在“思源驰援重庆山火”项目捐款成功！@中华思源工程扶贫基金会http://t.cn/A6SJGvIk ?,ip,0,0,0,76,
2141,贾宝玉的宝玉,08月29日 13:00,//weibo.com/6477498861/M3gzREsuW?refer_flag=1001030103_,『2万余人阻击重庆山火如何取得胜利?这些措施值得总结』O2万余人阻击重庆山火如何取得胜利?这些措施值得总结 ?,ip,0,0,0,55,
2142,漂亮的张阿姨呀,08月29日 13:00,//weibo.com/7715432800/M3gzJ5sfR?refer_flag=1001030103_,8月26日，重庆北碚山火扑灭后，家长自发带孩子前往火场收垃圾重庆崽儿好样的！  L漂亮的张阿姨呀的微博视频 ?,None,0,0,2,55,
2143,精彩洛阳,08月29日 13:00,//weibo.com/2115262352/M3gzFdNBR?refer_flag=1001030103_,#洛阳城事# #洛阳好网民# 【重庆山火救援中 有咱洛阳志愿者】近日，重庆多地发生山火，灾害伴随着极端高温天气，给救援工作造成极大困难。其间，多方志愿力量逆行而上、众志成城，其中就有来自洛阳市第一职业高中烹饪专业的教师李岩...戳链接让我们一探究竟→O重庆山火救援中 有咱洛阳志愿者 ?,blue,100,2,108,143,
